Rank,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2074,Chuck Bailey III,UNR,16,17.4,5.7,1.9,5.3,0.369,0.8,2.1,0.364,1.1,1.4,0.773,0.3,1.6,1.9,1,0.4,0,0.4,1.9
2075,Austin Goode,POLY,19,15.4,5.7,2.2,5.3,0.416,0.9,3,0.298,0.4,0.5,0.778,1,1.5,2.5,1.1,0.3,0.2,0.6,1.9
2076,Preston Turner,EIU,19,17.5,5.7,1.7,4,0.421,1,2.2,0.452,1.3,1.5,0.862,0.2,1.3,1.4,0.7,0.6,0.2,1.2,1.2
2077,Mambourou Mara,HCU,21,20.2,5.7,2.1,5,0.433,0.5,1.8,0.263,0.9,1.6,0.576,1,2.9,3.9,0.8,1,1.5,0.9,2
2078,Harry Wessels,STMRY,18,18.9,5.7,2.2,4.1,0.527,0,0,0,1.3,1.9,0.686,2.3,3.3,5.6,0.7,0.3,1.3,0.9,2.3
2079,Christian Gurdak,VT,18,19.2,5.7,2.3,3.3,0.683,0,0,0,1.1,1.5,0.741,1.9,2.7,4.6,0.4,0.4,0.2,0.7,2
2080,Filip Jovic,AUB,18,16.6,5.7,2.1,2.9,0.717,0,0.1,0,1.4,2.6,0.565,1.8,1.7,3.5,0.5,0.9,0.3,0.6,2.3
2081,Zacch Wiggins,ODU,18,18.6,5.7,2.1,4,0.514,0.6,1.3,0.417,1,1.4,0.692,1,1.8,2.8,1.1,0.4,0.2,0.4,1.3
2082,Kedrick Osby,NEWOR,21,18,5.7,2,4.1,0.471,0.8,1.8,0.447,1,1.3,0.714,1,1.4,2.4,0.2,0.3,0.3,0.3,1.3
2083,Cam Palesse,ALAST,18,25.6,5.7,2,5.2,0.383,0.3,0.8,0.429,1.3,1.9,0.706,1.3,2.2,3.5,1.9,0.6,0,1.1,2.2
2084,Mason Klabo,ILLST,18,16.8,5.7,1.9,4.8,0.402,0.8,2.7,0.306,0.9,1.2,0.81,0.3,2.4,2.8,1.1,0.4,0.1,0.6,1.7
2085,J.B. Frankel,NEU,18,21.8,5.7,1.9,6.2,0.315,1.2,3.9,0.296,0.6,0.8,0.786,0.6,1.6,2.2,2.3,0.9,0,1.1,1.8
2086,Curt Lewis,SOMIS,18,23.9,5.7,1.9,5.2,0.372,1.7,4.3,0.385,0.1,0.3,0.4,0.3,1.8,2.1,0.5,0.5,0.3,0.7,1.4
2087,Myles Wilmoth,CAN,20,25.4,5.7,1.9,6.2,0.309,0.8,2.9,0.259,1.1,1.7,0.647,1.7,3.4,5.1,1.5,0.5,1.1,1.3,2.2
2088,Damarius Owens,MARQ,20,18.9,5.7,2,4.8,0.421,0.6,2.3,0.261,1.1,1.5,0.7,1,2.2,3.2,0.9,0.8,0.3,0.7,1.2
2089,Davion Sykes,SOILL,20,18.6,5.7,2.4,5.1,0.465,0,0.3,0,1,1.3,0.76,1.3,2.7,3.9,0.7,0.8,0.3,1,1.4
2090,Veniamin Abosi,SANFR,11,20.3,5.6,1.7,4.3,0.404,1,2.5,0.393,1.2,1.6,0.722,1,4.1,5.1,1.3,0.5,0.3,1.2,2.6
2091,Gabe Oldham,DEN,16,26.7,5.6,2.4,3.6,0.684,0,0,0,0.8,1.3,0.6,3.3,4.9,8.2,1.1,0.7,0.3,0.8,3.1
2092,Major Freeman,CHAR,16,14.9,5.6,2.1,4.7,0.44,0.9,2.8,0.318,0.6,1.1,0.556,0.3,1.4,1.7,1.4,0.3,0.1,0.8,0.7
2093,Jalin Holland,COLO,16,19.1,5.6,2.1,5.2,0.398,0.6,1.8,0.357,0.9,1.7,0.519,1.1,1.7,2.8,0.8,0.9,0.5,1.1,2.6
2094,Makhi Johnson,ETSU,18,22.9,5.6,1.9,4.1,0.466,1.5,3.4,0.443,0.3,0.4,0.857,0.7,2.7,3.4,0.8,0.9,0.1,0.2,2.4
2095,Britton Berrett,UTECH,18,26.4,5.6,1.9,4.3,0.449,1.3,3.3,0.4,0.4,0.4,0.875,0.1,1.9,2,1.3,0.6,0.2,0.8,2.2
2096,Preist Ryan,CLEST,18,20.5,5.6,2,4.9,0.409,0.3,0.9,0.313,1.3,2.3,0.585,1.5,1.9,3.4,1.3,0.3,0.2,1.1,2
2097,Johnny Radford,EWASH,18,17.1,5.6,1.7,4.8,0.349,1.3,3.4,0.393,0.9,1.1,0.85,0.3,1.8,2.1,0.9,0.4,0.4,0.8,1.1
2098,Tate Sage,IOWA,20,16.1,5.6,1.9,3.9,0.481,0.7,2,0.359,1.2,1.6,0.774,0.8,1.2,2,0.5,0.3,0.2,0.5,1.5
2099,Kaidon Rayfield,UTSA,15,17.7,5.6,1.8,5.2,0.346,0.3,1.6,0.208,1.7,2.5,0.658,1.1,2.5,3.7,0.9,0.7,0.6,0.6,2.3
2100,Cameron McNamee,DART,14,20.6,5.6,1.5,3.6,0.42,1.1,2.5,0.429,1.5,1.9,0.808,0.6,2.9,3.5,0.6,0.8,0.2,0.5,1.5
2101,Josh Meo,WIN,16,19.2,5.6,1.6,4.8,0.329,0.9,2.6,0.366,1.5,2.4,0.615,0.8,1.8,2.5,1,0.3,0,0.8,1.4
2102,Kiyan Anthony,SYRA,16,15.9,5.6,1.7,5.1,0.333,0.6,2,0.281,1.6,2.3,0.703,0.2,0.8,0.9,0.6,0.3,0.2,0.5,0.5
2103,Devyn Franklin,GRAMB,18,21.4,5.6,1.9,4.3,0.449,0.1,0.4,0.125,1.6,2.2,0.725,1.9,3.3,5.3,0.7,0.4,0.3,1.4,2.6
2104,London Jemison,UA,18,16.5,5.6,2,5.1,0.396,0.9,2.7,0.333,0.7,1.4,0.462,1.2,2.8,3.9,0.6,0.7,0.4,0.6,2.2
2105,Devin Ree,JKSN,18,20.1,5.6,1.8,4.6,0.39,0.9,2.7,0.333,1.1,1.2,0.952,0.9,2.3,3.3,0.6,0.2,0.7,0.7,2.6
2106,Jonas Sirtautas,L-MD,9,16.3,5.6,2,3.9,0.514,0.2,0.9,0.25,1.3,2,0.667,0.8,1.9,2.7,0.4,0.4,1.6,0.7,2.4
2107,Ryan Kalambay,UDM,20,23.2,5.6,2.2,3.3,0.662,0,0,0,1.3,1.9,0.676,2.6,3.9,6.5,0.6,0.9,1.7,0.7,2.9
2108,Parby Kabamba,MRST,20,17,5.6,2.1,5.1,0.412,0.8,2.5,0.327,0.6,0.8,0.733,0.8,2.8,3.5,1.1,0.5,0.5,0.5,1.7
2109,Adam Harakow,UWYOM,20,20.3,5.6,1.8,4.3,0.412,1,2.7,0.352,1.1,1.6,0.688,1.1,1.9,3,0.7,0.4,0.4,0.8,2.5
2110,Mike Williams III,SETON,20,20.7,5.6,2,5.9,0.331,0.8,2.5,0.3,0.9,1.4,0.667,0.3,2.3,2.6,1.4,0.8,0.2,1.1,1.3
2111,Eian Lowe,LAMAR,22,20.2,5.5,1.9,4.6,0.406,0.7,1.7,0.405,1.1,1.8,0.625,0.5,1.2,1.7,2.7,1,0,1.2,1.8
2112,Ahamed Mohamed,SFA,22,16.7,5.5,1.6,4.5,0.367,0.8,2,0.378,1.5,2,0.767,0.3,1.4,1.7,1.6,0.5,0.1,0.8,1.1
2113,Ethan Pickett,SELU,22,18.1,5.5,1.9,4.5,0.429,0.2,0.7,0.267,1.5,2.3,0.68,0.8,1.9,2.7,1.5,0.3,0,1.1,1.8
2114,Andrija Vukovic,OKST,15,15.5,5.5,2.3,3.9,0.576,0.1,0.2,0.333,0.9,1.4,0.667,1.3,2.1,3.5,0.5,0.7,0.5,0.6,1.3
2115,Berke Buyuktuncel,UNL,19,24.3,5.5,2.2,4.4,0.488,0.3,1.1,0.286,0.9,1.5,0.607,1.4,3.3,4.7,1.8,1,1.2,1.2,1.9
2116,Jayce Nathaniel,UIC,20,19.9,5.5,2.3,5.3,0.429,0.4,1.7,0.212,0.7,1.1,0.619,1.8,2.5,4.3,1.3,0.6,0.4,0.5,1.7
2117,Leopold Levillain,LBSU,18,21.9,5.5,2.1,3.6,0.585,0,0,0,1.3,2.1,0.605,1.7,4.4,6.2,1.1,0.6,0.4,1.7,3.2
2118,Tajavis Miller,UNM,20,17.7,5.5,1.9,4.9,0.378,1.2,3.4,0.358,0.6,0.9,0.706,0.3,1.7,2,1,1,0.3,0.7,2
2119,Bryson Tucker,UWASH,14,23.4,5.5,2.4,5.4,0.453,0.5,2,0.25,0.1,0.2,0.667,0.7,2.9,3.6,0.5,0.4,0.2,0.3,1
2120,Collin Tanner,RICH,15,19.5,5.5,2.1,4.8,0.431,0.7,2.2,0.303,0.7,1.1,0.625,0.9,2.3,3.2,0.7,0.4,0.1,0.5,1.6
2121,Landon Williams,NIAG,20,22.5,5.5,2,4.5,0.444,1.2,3.1,0.377,0.3,0.4,0.75,0.1,2.4,2.5,0.9,0.5,0.4,1.2,1.1
2122,Elijah Fisher,SETON,20,19.3,5.5,2.1,4.7,0.441,0.3,1,0.263,1.1,1.7,0.647,0.8,2.1,2.8,0.4,0.9,0.6,0.9,2.3
2123,Ariel Bland,BTHCK,18,18.5,5.4,2.3,3.6,0.641,0,0.2,0,0.9,1.5,0.593,2.3,3.7,6,1.8,0.7,1.3,1.4,2.1
2124,Carson Towt,ND,18,25.6,5.4,2.5,4.1,0.608,0,0,0,0.4,1.9,0.235,3.6,4.6,8.2,1.4,0.7,0.3,1.3,3.1
2125,Chris Hodges,MTSTU,18,23.1,5.4,2.3,4.1,0.562,0,0,0,0.9,1.6,0.552,1.7,2.7,4.4,0.8,0.3,1.3,1.1,1.8
2126,Devan Cambridge,UCF,18,17.5,5.4,1.8,4,0.458,0.4,1.8,0.242,1.3,1.7,0.774,0.9,2.3,3.3,0.7,0.6,0.7,0.5,2.1
2127,Jojo Murphy,SEA,18,16.9,5.4,1.8,5.2,0.351,0.7,2.4,0.302,1.1,1.3,0.826,0.6,1.9,2.6,1.6,0.9,0.1,0.6,1.1
2128,Christian Meeks,MORST,14,28.4,5.4,1.9,3.6,0.51,0.1,0.3,0.25,1.6,2.5,0.657,2.4,3.6,6.1,0.6,0.7,0.3,0.9,4
2129,Carlous Williams,TNST,19,18.4,5.4,1.9,4.1,0.481,0.5,1.5,0.345,1,1.3,0.792,0.8,2.5,3.3,0.5,0.1,0.5,0.8,2.5
2130,Eddrin Bronson,FRMN,17,19.2,5.4,1.8,4.4,0.405,0.8,2.6,0.311,1.1,1.4,0.75,0.4,1.2,1.6,1.1,0.2,0.5,1.1,1.4
2131,Jacolb Cole,MCNST,22,18.1,5.4,1.6,3.5,0.455,0.1,0.7,0.133,2.1,2.7,0.783,1.1,2.7,3.8,1.2,1,0.2,0.8,1.9
2132,Conor Enright,IU,20,31.4,5.4,1.9,4.3,0.43,0.9,2.4,0.375,0.8,1,0.842,0.4,2.3,2.6,5.1,0.5,0,1.3,2.9
2133,Eric Reibe,UConn,20,13.2,5.4,2.4,3.8,0.64,0.1,0.3,0.2,0.6,1.2,0.458,1.4,2.2,3.6,0.7,0.3,0.6,0.5,2
2134,Braeden Smith,ZAGS,18,18,5.4,2,4.2,0.474,0.5,1.4,0.36,0.9,1.1,0.8,0.4,1.9,2.3,3.4,0.8,0,1.3,1.1
2135,Jordan Mizell,TARST,18,28.4,5.4,2.1,5.1,0.413,0,0.3,0,1.2,1.7,0.7,1.5,2.2,3.7,1.8,1.6,0.2,1.2,2.5
2136,Allen Mukeba,ASU,18,17.8,5.4,2.3,3.9,0.577,0,0.1,0,0.8,1.7,0.484,1.5,2.3,3.8,1,0.9,0.8,1.2,2.9
2137,Jake Wahlin,CLEM,18,20.5,5.4,1.9,4.9,0.398,1.1,3,0.37,0.4,0.6,0.636,0.6,3.2,3.8,0.6,0.3,0.2,0.9,1.7
2138,Justin Redmond,NSU,14,15.6,5.4,2,5.5,0.364,0.7,2.6,0.278,0.6,0.9,0.692,0.3,1.1,1.4,1.2,0.6,0.1,0.8,1.5
2139,Corey Thomas,BRDLY,20,18.7,5.4,2.1,3.8,0.539,0.7,1.8,0.389,0.6,0.9,0.611,1.2,2.9,4,0.8,0.5,0.7,0.6,2.2
2140,Jaden Slaughter,HEART,20,20.1,5.4,1.9,3.8,0.5,0.4,1,0.4,1.2,1.6,0.742,0.8,2.7,3.5,1.2,0.4,0.2,1.1,0.8
2141,Malachi Palmer,VILL,20,19.6,5.4,1.9,4,0.481,1,2.6,0.373,0.6,0.9,0.706,0.6,1.3,1.9,0.7,0.8,0.1,0.4,1.7
2142,John Bol,UCF,18,20,5.3,2.2,2.9,0.755,0,0,0,0.9,1.3,0.667,1.4,4.4,5.9,0.3,0.3,1.3,1.3,2.6
2143,Houston Mallette,UA,18,22.3,5.3,1.8,4.8,0.368,1.5,4.3,0.346,0.3,0.4,0.714,1.7,3.1,4.8,0.8,0.5,0,0.4,2.1
2144,Egan Shields,NOCOL,18,17.4,5.3,2.1,3.2,0.655,0,0,0,1.1,1.6,0.69,1.5,2.9,4.4,0.7,0.1,0.6,0.9,3.1
2145,Jonathan Levy,PEPP,18,22.1,5.3,1.8,4.2,0.44,0.4,1.6,0.286,1.2,1.5,0.815,1,3.1,4.1,1.8,0.9,0.2,1.8,2.3
2146,Jalen Vazquez,LEHI,15,25.4,5.3,1.9,4.3,0.438,0.5,1.5,0.318,1.1,1.5,0.773,0.3,2.5,2.9,2.3,1.1,0,0.8,1.6
2147,Eternity Eguagie,RICE,18,17.3,5.3,1.8,4.4,0.4,0.6,1.6,0.357,1.2,1.9,0.629,0.8,1.8,2.6,0.6,0.2,0.3,1,1.8
2148,Seifeldin Hendawy,WIN,16,16.1,5.3,1.6,4.9,0.329,0.3,1.8,0.172,1.8,2.1,0.824,1.4,3.1,4.5,0.9,0.2,0.3,1.1,2.1
2149,Emmanuel Ugbo,WSU,10,18.3,5.3,1.9,5.4,0.352,0.2,1.6,0.125,1.3,1.9,0.684,1,2.5,3.5,0.8,0.3,0,1.2,2.3
2150,Jonathan Griman,CALBU,17,24.5,5.3,2.3,4.4,0.527,0,0.1,0,0.7,1.5,0.462,2.6,4,6.6,0.6,0.4,1.2,0.9,3.2
2151,Jerry Easter II,USC,17,18.9,5.3,1.9,4.1,0.478,0.2,0.7,0.25,1.2,1.8,0.7,0.6,2.4,3.1,0.8,0.6,0.2,0.8,1.2
2152,Elmarko Jackson,KU,17,18.1,5.3,1.5,3.7,0.413,0.5,1.4,0.391,1.7,2.1,0.829,0.1,1.4,1.5,1.4,1.1,0.1,0.9,1.9
2153,Dallin Hall,UVA,18,30.2,5.3,1.8,4.6,0.402,0.9,3.1,0.309,0.7,0.8,0.8,1.1,3.2,4.3,4.6,1,0.1,1.3,2.3
2154,Silas Sunday,HOF,18,21.9,5.3,2.3,3.6,0.646,0,0.1,0,0.6,1,0.611,2.6,4.8,7.3,0.5,0.2,1.5,1.4,2.5
2155,Taj Manning,KSU,18,27.4,5.3,2.1,4.3,0.481,0.2,1,0.167,1,1.5,0.667,2.6,3.5,6.1,1.4,1,0.9,1,3.1
2156,Mike Woods,USNA,18,20.4,5.3,2.2,4.5,0.481,0.4,1.2,0.318,0.6,0.8,0.714,1.1,2.4,3.5,1.4,0.7,0.4,0.6,1.9
2157,Tyler Betsey,SYRA,18,16.7,5.3,1.7,4,0.431,1.4,3.3,0.441,0.4,0.5,0.778,0.6,1.8,2.3,0.4,0.2,0,0.4,1.8
2158,Vuk Boskovic,SAND,18,19.5,5.3,1.8,4.6,0.386,1.3,3.5,0.365,0.4,1.1,0.4,0.5,2.2,2.7,2.1,0.2,0.1,1.7,2.3
2159,Leo Torbor,TAMU-CC,22,21.3,5.3,2.2,5,0.44,0,0.4,0.111,0.9,2,0.442,0.3,1.6,1.9,1.6,1.4,0.5,1.4,2.1
2160,Jaden Daughtry,MRST,19,22.3,5.3,2.2,5.4,0.402,0.3,1.6,0.161,0.7,1.3,0.542,1.8,3.9,5.8,1.4,1.2,0.7,1.3,2.9
2161,Kaleb Lowery,UNR,20,20.7,5.3,2,4,0.488,0.7,1.9,0.378,0.7,1,0.65,1.4,2.6,3.9,1,0.4,0.5,0.4,2.2
2162,Landren Blocker,SEMO,20,18.4,5.3,2.1,4.2,0.488,0.3,0.7,0.429,0.9,1.9,0.459,1.6,2.3,3.9,0.5,1.2,0.8,1,2.7
2163,Makai Kvamme,WIU,20,27.8,5.3,2.1,6.2,0.333,0.2,1.2,0.125,1,2,0.5,0.6,2.5,3.1,3.1,1.3,0.2,1.4,2.1
2164,Juwan Maxey,BLLST,12,14.4,5.3,2,5.3,0.381,1.3,4.2,0.3,0,0,0,0.1,2.1,2.2,0.4,0.3,0,0.3,1.1
2165,Chendall Weaver,TEXAS,18,22,5.2,2.2,4.3,0.506,0.3,0.8,0.333,0.6,1.1,0.579,1.3,2.2,3.5,1.1,1.1,0.2,0.5,2.3
2166,Chase Forte,BOS,18,23.1,5.2,1.7,5.2,0.319,0.7,2.7,0.265,1.2,2.1,0.568,0.6,2,2.6,2.8,0.8,0.2,1.3,1.4
2167,Isaiah Coleman,OKST,18,17,5.2,2,4.1,0.486,0.1,0.6,0.1,1.2,2.1,0.553,1.1,2.1,3.2,0.7,0.6,0.2,1.1,1.7
2168,Jalen Bolden,TXST,18,20,5.2,2,4.9,0.404,0.9,2.4,0.386,0.3,0.6,0.5,0.6,1.6,2.2,0.8,1,0.1,0.8,1.4
2169,Cade Haskins,W&M,18,15.3,5.2,1.7,4.9,0.337,1.3,3.8,0.333,0.6,0.8,0.733,0.5,1.4,1.9,1.1,0.5,0.2,0.6,1.1
2170,John St. Germain III,HC,18,17.4,5.2,1.7,3.7,0.448,0.4,0.8,0.467,1.5,1.8,0.818,0.2,1.2,1.4,1,0.3,0,0.6,2.2
2171,Armari Carraway,CHASO,9,19.8,5.2,1.3,5.8,0.231,1.3,5.6,0.24,1.2,1.8,0.688,0.4,0.6,1,1.6,0.4,0,1.7,1.1
2172,Ben Eisendrath,HAR,14,30.3,5.2,1.7,4.9,0.353,0.1,1.9,0.077,1.6,1.7,0.958,0.3,2.1,2.4,3,1.7,0.6,1.9,2.4
2173,Niko Abusara,DART,14,16.1,5.2,2.1,4.2,0.492,0.1,0.6,0.25,0.9,1.4,0.684,0.5,1.6,2.1,1.1,1,0.5,0.4,1.4
2174,Hampton Sanders,COM,14,17.2,5.2,1.5,3.8,0.396,0.8,2,0.393,1.4,1.7,0.833,0.2,1.4,1.6,2.1,0.5,0.1,1.3,1.1
2175,Jamar Franklin,JKSNV,14,15.4,5.2,1.8,3.9,0.463,1.5,3.3,0.457,0.1,0.1,1,0.1,0.9,1.1,0.4,0.6,0,0.4,0.8
2176,Andrew Rohde,UWISC,19,26.8,5.2,1.6,5.2,0.313,1.2,4,0.303,0.7,0.9,0.778,0.4,1.5,1.9,3.5,1.2,0.2,1.1,2.1
2177,Matt Van Komen,MARSH,10,17,5.2,1.9,2.9,0.655,0,0,0,1.4,1.6,0.875,2.3,4.7,7,0.5,0.2,2,1.1,1.7
2178,Kaden Stuckey,VMI,15,19.7,5.2,1.8,4.9,0.37,0,0.5,0,1.6,2.3,0.686,2.3,2.5,4.9,0.5,0.5,0.8,1.1,3.1
2179,Matija Samar,ORST,15,17.7,5.2,1.8,5.1,0.355,1,3.3,0.3,0.6,0.7,0.9,0.2,1.5,1.7,1.3,0.3,0.1,0.4,1.4
2180,Curtis Williams III,GWU,11,17.3,5.2,1.6,3.9,0.419,0.7,2.1,0.348,1.2,1.9,0.619,0.5,1.8,2.4,0.3,0.5,0.2,0.6,2.9
2181,Bradey Henige,CALBU,18,21.1,5.2,2.2,3.5,0.619,0,0,0,0.8,1.4,0.6,2.4,3.2,5.6,0.4,0.5,0.4,1.1,2.4
2182,Seth Joba,IDAHO,18,17.6,5.2,1.8,3.8,0.478,1,2.6,0.383,0.5,0.8,0.6,0.9,2.3,3.3,0.2,0.3,0.6,0.6,2.4
2183,Jaden Schutt,VT,18,24.3,5.2,1.6,5.1,0.315,1.5,4.7,0.321,0.4,0.5,0.889,0.2,1.6,1.8,0.8,0.5,0,0.3,1.7
2184,Kendrick De Luna,CSFUL,20,18.4,5.2,1.6,3.3,0.492,0.1,0.1,1,1.9,2.6,0.745,1.3,1.2,2.4,1.1,0.7,0.8,0.7,2.6
2185,Dezdrick Lindsay,OREG,20,20.3,5.2,2,5,0.4,0.6,1.6,0.344,0.6,1.1,0.545,1.1,1.6,2.6,1.5,0.8,0.3,0.7,1.6
2186,Alex Bieliauskas,UWISC,20,19.4,5.2,1.8,4.1,0.427,0.9,2.3,0.378,0.8,1.1,0.727,1.4,2.2,3.6,0.5,0.1,0.4,0.9,2.3
2187,Trent Hundley,UE,20,19,5.2,1.6,4.2,0.369,1.2,3.3,0.348,0.9,1,0.947,0.1,1.7,1.8,0.6,0.5,0.4,0.7,1.4
2188,Enzo Boudouma,NEWOR,21,19.2,5.1,1.5,3.7,0.403,0.5,2,0.244,1.7,2.3,0.735,1.1,2.5,3.6,1,0.8,0,1,2.2
2189,C.J. Booker,SELU,21,21.3,5.1,2,4.8,0.41,0.8,1.9,0.41,0.5,0.7,0.714,0.2,1,1.2,2.2,0.4,0,0.9,1.3
2190,De'Undrae Perteete Jr.,UCR,15,28.1,5.1,1.5,5.1,0.299,0.8,3.3,0.24,1.3,1.8,0.704,0.6,2.3,2.9,2.3,1.1,0.2,1.1,2.3
2191,Stefano Faloppa,UNH,18,25.4,5.1,1.9,4.2,0.461,0.6,1.7,0.323,0.7,1.2,0.571,1.2,2.8,4,1.5,0.3,0.2,0.8,2.4
2192,Logan Imes,ND,18,24.9,5.1,2,5.6,0.356,0.8,2.7,0.286,0.3,0.6,0.6,0.7,3.1,3.8,2.2,0.6,0.2,1.6,1.7
2193,Sebastian Akins,WF,18,16.6,5.1,1.7,4.3,0.397,0.2,1.3,0.125,1.5,1.8,0.818,0.4,0.9,1.3,2,0.7,0.1,1.1,1.6
2194,Melian Martinez,LATCH,19,18.9,5.1,2.4,3.1,0.78,0,0,0,0.3,0.8,0.313,1.5,2.3,3.7,0.3,0.1,2.2,0.9,1.6
2195,Garry Clark,USU,20,14.3,5.1,2.3,3,0.75,0.1,0.3,0.2,0.6,1.3,0.423,1.3,1.4,2.7,0.5,0.2,0.4,0.6,1.9
2196,Bastien Rieber,FRSNO,20,18.9,5.1,1.4,3.2,0.422,0.6,1.5,0.4,1.8,2.5,0.735,0.6,1.1,1.7,1.8,0.3,0.1,1.2,2.7
2197,Errol White,LAMAR,22,21.7,5.1,2,4.4,0.469,0,0,0,1,1.7,0.579,1.8,2.9,4.7,0.9,0.8,0.5,1.5,2.4
2198,Khani Rooths,LVILL,14,17.6,5.1,1.8,4.1,0.431,0.4,1.6,0.227,1.1,1.9,0.593,1.4,3.6,5,0.8,0.6,0.5,0.9,1.7
2199,Torrin Andrews,COPST,14,19.6,5.1,1.5,4.1,0.362,0.9,2.7,0.316,1.2,1.6,0.739,0.5,1.1,1.6,1.6,0.4,0.1,1.5,1.2
2200,Jailen Daniel-Dalton,UCR,15,23.5,5.1,1.7,3.9,0.441,0.3,1.1,0.25,1.3,1.7,0.769,1.6,2.5,4.1,0.8,0.7,0.6,1.3,2.8
2201,Alexander Molofeev,ULM,16,21.4,5.1,1.9,4.5,0.417,0.5,1.9,0.258,0.8,1.3,0.65,0.8,1.8,2.6,1.7,1,0.1,1.5,1.4
2202,"Brennan Rigsby, Jr.",RADF,16,19.6,5.1,1.8,4.1,0.439,0.8,2.3,0.351,0.6,0.8,0.833,0.2,1.8,1.9,1.1,0.6,0.1,0.6,1.6
2203,Samuel Hincapie,MOYNE,17,16.7,5.1,1.8,4.2,0.437,0.5,1.5,0.32,0.9,1.5,0.615,0.5,2.1,2.5,0.7,0.2,0.1,0.7,1.2
2204,Paul Otieno,STLOU,18,15.9,5.1,1.8,2.9,0.615,0,0,0,1.5,2.1,0.711,1.7,2.2,3.9,1.2,0.4,0.9,0.7,2.2
2205,Allen Strothers,ETSU,18,22.4,5.1,1.9,3.9,0.493,0.3,0.9,0.375,0.8,1.1,0.789,0.4,1.8,2.2,2.6,1.2,0.1,1.1,2.1
2206,DeWayne Brown II,TENN,18,16.9,5.1,2.2,3.9,0.549,0,0,0,0.7,1.3,0.565,1.7,2.1,3.8,1.1,0.4,0.6,0.8,1.9
2207,Filip Petkovski,UTM,18,25,5.1,1.8,4.5,0.395,1,3.3,0.305,0.5,1,0.5,0.6,1.9,2.6,2.2,0.6,0.1,1.6,1.9
2208,Nestor Dyachok,UNF,18,17.7,5.1,1.8,3.4,0.516,0.1,0.6,0.1,1.4,2.2,0.667,1.1,1.7,2.8,1.1,0.2,0.2,0.8,2.7
2209,Ryan Agarwal,STAN,18,21.4,5.1,1.8,5.5,0.323,1.1,3.4,0.328,0.4,0.7,0.583,0.5,3.1,3.6,0.8,0.4,0.2,1,1.6
2210,Yaniel Rivera,ACU,18,24.2,5.1,1.7,5.8,0.295,1.2,3.8,0.304,0.4,1.1,0.421,0.3,1.2,1.4,2.2,0.9,0.2,1.5,1.2
2211,Uriyah Rojas,UWYOM,20,16.9,5.1,1.6,5.1,0.304,0.7,2.9,0.224,1.3,1.6,0.813,0.4,1.4,1.8,1.8,0.4,0.1,0.7,1
2212,Nadjrick Peat,CCU,18,26.1,5,1.6,2.3,0.707,0,0,0,1.8,2.7,0.653,2.1,4.7,6.8,0.1,0.3,1.9,1.2,2.4
2213,Randy Brady,USA,18,26.3,5,1.5,3.5,0.429,0.5,1.8,0.273,1.5,2.4,0.614,0.9,4.4,5.3,2.1,1.5,0.3,1.1,2.9
2214,Godslove Nwabuded,EMICH,17,20.3,5,2.2,3.4,0.667,0,0,0,0.5,1.1,0.5,1.8,3.7,5.5,0.3,0.6,1.7,0.5,3.4
2215,Terrion Murdix,WKU,17,24.8,5,1.6,5.2,0.315,0.2,0.5,0.375,1.5,1.9,0.813,1.2,2.4,3.6,4.5,2.1,0.1,1.7,2.5
2216,Tyson Commander,L-MD,18,26.4,5,1.8,3.7,0.5,0.8,1.8,0.438,0.6,0.7,0.769,1.3,1.8,3.1,1.1,0.6,0.4,1.1,2.2
2217,Xander Pintelon,FAU,18,17.2,5,1.7,4.6,0.366,0.9,2.9,0.302,0.8,0.9,0.824,0.7,2.6,3.3,0.8,0.6,0.6,0.8,2.1
2218,Jacob Crews,MZZOU,18,18.9,5,1.3,3.6,0.375,0.9,2.7,0.354,1.4,1.7,0.833,1.1,2,3.1,0.2,0.1,0.1,0.4,1.4
2219,Duncan Powell,PROV,17,17.2,5,1.7,4.2,0.408,1.1,3.1,0.34,0.5,1.1,0.5,0.8,2.2,2.9,0.6,0.3,0.4,0.7,1.7
2220,Vincent Brady II,HP,16,17.2,5,1.7,4.9,0.346,0.8,3,0.25,0.9,1.1,0.824,0.4,1.4,1.9,1.3,0.9,0.1,0.6,2.4
2221,Eren Banks,APPST,16,22.8,5,1.9,5.2,0.373,0.8,3.3,0.25,0.3,0.8,0.417,0.4,1.8,2.2,1.2,0.4,0.1,1,1.8
2222,Kade Douglas,TARST,18,15.6,5,1.7,4.1,0.419,0.7,2.2,0.333,0.8,0.9,0.882,0.2,1.2,1.4,0.6,0.4,0,1.1,1.3
2223,Mookie Cook,SANFR,10,17.5,5,1.5,4.6,0.326,0.5,1.7,0.294,1.5,1.9,0.789,0.7,2.8,3.5,0.7,0.3,0.6,1.6,1.9
2224,Ja'Quavian Florence,TNTCH,17,16.1,5,1.8,5.6,0.316,0.5,1.7,0.276,1,1.1,0.895,0.5,1.5,1.9,0.9,0.6,0.2,1.5,1.4
2225,Nasir Muhammad,ALBNY,2,14,5,2,6,0.333,0.5,4,0.125,0.5,1,0.5,0,0.5,0.5,1,0.5,0,1,0.5
